timestamp,text,hashtags
1576427493,\u26bd\ufe0f Kick offWe're underway at The Emirates!Arsenal v #ManCity \ud83d\udc65 @buckomedia &amp; Fred Eyre\ud83d\udcfb Commentary on 95.1FM &amp; Online\ud83d\udcf2 https://t.co/EimgTTLlfq#ARSMCI https://t.co/uz0EVI3hYa,#ManCity
1576427530,"One shot, one goal @DeBruyneKev #ManCity 1-0",#ManCity
1576427536,GOOOOALL!! KDB!! 1-0 CITY! #ManCity #ComeOnCity #MCFC,#ManCity
1576427544,@henryshield #ManCity goaaaaaaaaaaaal,#ManCity
1576427552,Xabi Alonso when asked about his sporting hero: \u201cZinedine Zidane. What he could do with a football is a dream for most of us.\u201d#ManCity #Pukki #BPL https://t.co/JP1ifAWRmx,#ManCity
1576427573,"Whew! It\u2019s a party right now in Miami! #MyPLMorning COME ON, CITY! #ManCity https://t.co/jffNMxLTkz",#ManCity
1576427600,Match Thread: Arsenal vs Manchester City | English Premier League via /r/MCFC https://t.co/R7r8ARIZq7 #ManCity,#ManCity
1576427600,Arsenal-Manchester City game removed from schedules by China state TV via /r/MCFC https://t.co/vlO52U8E5k #ManCity,#ManCity
1576427608,"Holy shit, what a start! Perfect finish, great goal! #MCFC #ManCity #ARSMCI",#ManCity
1576427610,"Abs superb finish by KdB, so nice to have an early goal to settle the nerves #ManCity 1-0 from a great volley, Jesus cross, Fernandinho driving through midfield- great to see",#ManCity
1576427613,Gooooal City!! #premierleaguemornings #ManCity,#ManCity
1576427614,"\u26bd\ufe0f GOAL - De Bruyne\ud83c\udf99\ufe0f \""A blistering start from the visitors\"" - @buckomedia  Arsenal 0-1 #ManCity \ud83d\udcfb 95.1FM &amp; Online\ud83d\udcf2 https://t.co/EimgTTLlfq#ARSMCI https://t.co/7hnC1e46zd",#ManCity
1576427641,\ud83d\ude02 hoping #ManCity do these lot dirty,#ManCity
1576427653,City Boyz!!! #ManCity @SuperSportBlitz #SSFootball,#ManCity
1576427663,Arsenal is about to have the longest 90 minute #ManCity,#ManCity
1576427663,Pep starts KDB on the wing:Scores in the first 3 minutes \ud83d\ude01#ManCity,#ManCity
1576427665,Oh my days what a strike kdb...scorchio \ud83d\udd25 #ManCity,#ManCity
1576427665,What a finish! #ManCity #ManCArs,#ManCity
1576427682,#debruyne !!! WOW! 2nd minute of the match... Arsenal how embarrassing!#EPL #ManCity #arsenal,#ManCity
1576427687,"That\u2019s what I\u2019m talking about!! Creating s chance, not just lobbing in crosses!! Great goal!! #ManCity #MCFC #ARSMCI",#ManCity
1576427740,GOOOAAAL! #ManCity 0 - 1What a start at the Emirates. #Arsenal started fast but City score with their 1st attack!#ARSMC #PremierLeague https://t.co/qLQ7MgnZsk,#ManCity
1576427751,De Bruyne.. the man leaves me speechless #kevindebruyne #ManCity #MCFC #ARSMCI,#ManCity
1576427767,Is there any better ball striker in world #football than Kevin De Bruyne? #NEWvMCY #ManCity #MCFC,#ManCity
1576427787,Cittyyyyyyy #ManCity,#ManCity
1576427815,\u26bd\ufe0f Kevin! \u26bd\ufe0f#ManCity #ARSMCI,#ManCity
1576427820,Let\u2019s look at that beauty from @DeBruyneKev again \ud83e\udd29 #ManCity \ud83c\udfa5: @NBCSportsSoccer https://t.co/3BFiNGZCWN,#ManCity
1576427843,"I didn\u2019t hold much hope at the start of this game, but #ManCity scoring in the first minute is too much! #ARSMCI \ud83d\ude48",#ManCity
1576427853,Kevin de Rocket #ManCity,#ManCity
1576427869,and once again the champions are ahead. #ManCity,#ManCity
1576427975,Arsenal have won 10 points from losing positions this season - only Leicester (11) have a better such record.But #ManCity are now at 84% to win #ARSMCI after this goal. Trade: https://t.co/FBiUhwZKhghttps://t.co/fBM1HaniOv,#ManCity
1576427988,#KDB you beauty \ud83d\ude31\ud83d\ude31\ud83d\ude31 thought Fernandinho was playing Centre-Half \ud83d\ude09#CmonCity#MCFC #ManCity,#ManCity
1576427994,15 mins before strt of the match #fpl #kdb #ManCity #ARSMCI https://t.co/dMNfD12dM8,#ManCity
1576428038,\ud83d\udca5 New deal For our Followers! \ud83d\udd25 Get up to \u00a3100 Free \ud83d\udca5  Click Here to claim your free Bet \u27a1\ufe0f https://t.co/VRQa7bF60a\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800New Customer Offer T&amp;C\u2019s Apply 18+ begambleaware #ManCity #Abraham #UCL https://t.co/tGrd4uzYTI,#ManCity
1576428046,I took my time sitting down to watch #ManCity vs #arsenal and it\u2019s already 1-0 ManCity.,#ManCity
1576428051,I love City! #ManCity #CTID #Together,#ManCity
1576428064,#ManCity need get out lose now,#ManCity
1576428073,\ud83e\udd29 UNBELIEVABLE \ud83d\ude80 Another one @DeBruyneKev can add to his list#ManCity https://t.co/4vS2zBRyNg,#ManCity
1576428079,HEY HEY HEYYY #ManCity,#ManCity
1576428106,90 seconds and #ManCity are up...Did someone pray to the wrong Jesus! #ARSMCI  @Arsenal #COYG #Arsenal #Gunners,#ManCity
1576428125,\u2b50\ufe0f Perfect start#ManCity https://t.co/Z3vDj0yUHu,#ManCity
1576428166,Live Streaming HD. Link Man City Streams https://t.co/qKZuhbAUgbhttps://t.co/YHlmtqrHyfEnjoy \ud83d\ude09 #ManCity #MCFC #ARSMCI https://t.co/mKlbs0v7cL,#ManCity
1576428247,\u2b50\ufe0f Kevin de Bruyne has now been directly involved in 14 goals in the Premier League this season:\u26bd\ufe0f 5 goals\ud83c\udd70\ufe0f 9 assists\ud83e\udd29 Sublime[@Squawka] #ManCity https://t.co/nQ5rHPCQNu,#ManCity
1576428328,What a goal from #ManCity superb move #ARSMCI,#ManCity
1576428341,Gooooooooooooooooooooooooooool Sterling #ManCity,#ManCity
1576428364,Once again @DeBruyneKev unlocks Arsenal - @sterling7 tucking it away #ManCity 2-0,#ManCity
1576428369,"#ManCity calved arsenal to pieces, KdB cross, Sterling finish from 6 yards 2-0",#ManCity
1576428375,Well that was far to easy for #ManCity #ARSMCI,#ManCity
1576428380,Too easy. C'mon City. #ManCity,#ManCity
1576428386,STERLING!!! LETS GOOO #ManCity,#ManCity
1576428390,"\u26bd\ufe0f GOAL - Sterling\ud83c\udf99\ufe0f \""A goal from one end of the pitch to the other\"" - @buckomedia  Arsenal 0-2 #ManCity \ud83d\udcfb 95.1FM &amp; Online\ud83d\udcf2 https://t.co/EimgTTLlfq#ARSMCI https://t.co/tcTf4vR5I4",#ManCity
1576428420,15\u2019 GOAL! RAHEEM STERLING\ud83d\udd34 0-2 \ud83d\udd35 #ManCity,#ManCity
1576428422,#ManCity make it look so easy to goal against #Arsenal#ARSMCI,#ManCity
1576428422,Playing arsenal is as if you're playing Under18.   #ManCity,#ManCity
1576428427,"Kevin DeBruyne, just a brilliant player, nice to see he's starting to regain his form coming off the knee injury #ManCity",#ManCity
1576428431,"I watched a video clip of Sane\u2019s goal (City\u2019s third) earlier from the 3-0 win at Arsenal last season - thinking the fluidity and passing was sensational. City, in the same fixture, are showing that again today. #ManCity #ARSMCI",#ManCity
1576428441,YYYYEEESSSS!!!! Looking good! I feel like I saw KDB think about crossing that high then deciding against it \ud83d\ude06 #ManCity #MCFC #ARSMCI,#ManCity
1576428455,2-0 down yet we\u2019ve probably been the better team. Actually playing some nice stuff. Just undone by some brilliance. #arsmci #arsenal #afc #ManCity,#ManCity
1576428464,Kevin De Bryune absolutely taking arsenal to Tesco you love to see it #ManCity https://t.co/BPGwoYGrT6,#ManCity
1576428465,These away black #ManCity jerseys are \ud83d\udd25\ud83d\udd25\ud83d\udd25\ud83d\udd25,#ManCity
1576428480,Too easy for #ManCity #ARSMCI,#ManCity
1576428490,2 Easy #ManCity,#ManCity
1576428495,Ok it\u2019s on \ud83d\udd25 here in Miami from both the sun and the second goal! Thanks @sterling7! #MyPLMorning #ManCity https://t.co/11vfrA85cT,#ManCity
1576428514,So good to see Foden in the starting 11. He's earned it. #ManCity,#ManCity
1576428537,What have I learnt from this game so far:- De Bruyne is the best player in the world. - Foden needs to start more. - Arsenal are shit. #ManCity,#ManCity
1576428576,#ManCity will destroy arsenal. The north Londoners defending horribly,#ManCity
1576428587,City are so much better with 3 solid central midfielders. \ud83d\udc4f#ManCity,#ManCity
1576428592,Raheem BLOODCLART Sterling #ManCity,#ManCity
1576428629,Raheem Sterling is Jamaican in case you didn\u2019t know #ManCity Kevin De Bryune cross then wham #London Teams are bugging out Tottenham are the only winners https://t.co/FtWQRIEgiy,#ManCity
1576428656,De bruyne is very underrated \ud83d\ude4fthat man is the main man on city \ud83d\ude4f\ud83d\udc99 #ManCity #epl #debruyne,#ManCity
1576428659,"#ManCity is not playing football, they're having fun on #Arsenal. Imagine if they really start to play football.#AFCvsManCity",#ManCity
1576428667,#ManCity are going to rip #Arsenal apart. I almost feel sorry for them. #ARSMCI,#ManCity
