timestamp,text,hashtags
1576336263,WATCH LIVE~~~Leicester City vs Norwich CityLeicester City vs Norwich City Live Streamhttps://t.co/PO8ozQH5luhttps://t.co/PO8ozQH5luMobile/Console Streams1: https://t.co/PO8ozQH5lu2: https://t.co/PO8ozQH5luRetweet and share#LeiNor #LeicesterCity #Norwich https://t.co/CubiYG1uZP,#LeiNor
1576336264,Come on #Norwich #LeiNor #YNWA \ud83d\ude18,#LeiNor
1576336285,Busy thinking about how both Pukki and Vardy will score hat tricks and the match will end at 3:3 #LeiNor https://t.co/o2heisECuS,#LeiNor
1576336294,Chilwell vs cantwell \ud83d\udd25 #LeiNor,#LeiNor
1576336296,#LeiNor: Which team will score first?\ud83e\udd14@LCFC 0-0 @NorwichCityFC #Premier_League #PL #LCFC #NorwichCity,#LeiNor
1576336327,We have two tickets for today\u2019s game given to us to go to a good home free of charge. #ticketfairy #LeiNor first come first serve. Collect @TheBridge1859,#LeiNor
1576336479,Come on #lcfc. Let's get a couple of early goals and then we can relax. #LeiNor,#LeiNor
1576336558,Better from Leicester #LeiNor #LCFC,#LeiNor
1576336578,"Youri! \ud83d\ude32The midfielder took aim, Krul got a hand to the ball before it bounced back off the post. At the other end, Pukki missed a big opportunity for Norwich.#LeiNor",#LeiNor
1576336609,PREMIER LEAGUE ONLINEChelsea Vs Bournemount #CHEBOU https://t.co/42asFSWDECShelffield United vs Aston Villa #swfcLIVE #SHUAVL https://t.co/4o1mjvIWaeBurnley vs Newcastle #BurNew https://t.co/NJQDjGREbbLeicester Vs Norwich #LeiNor https://t.co/uP9VQf2fd0 https://t.co/yl3KFFQeO7,#LeiNor
1576336646,Norwich is playing very decent! #LeiNor,#LeiNor
1576336661,Should have been 1 down there. Riding our luck a little. #LeiNor #lcfc,#LeiNor
1576336661,How did Pukki miss that one? #LeiNor,#LeiNor
1576336677,PREMIER LEAGUE LIVEShelffield United vs Aston Villa #swfcLIVE #SHUAVL https://t.co/2K9c1XZPO5Chelsea Vs Bournemount #CHEBOU https://t.co/LvZY4FtFl8Burnley vs Newcastle #BurNew https://t.co/RSaCL4VDJPLeicester Vs Norwich #LeiNor https://t.co/aMz5DYFiwk https://t.co/KpxZ1pwtLT,#LeiNor
1576336745,In action against his former club \ud83d\udc4a#LeiNor https://t.co/g32m9eRXzK,#LeiNor
1576336746,Chelsea Vs Bournemount #CHEBOU https://t.co/CPl4eGvzTXShelffield United vs Aston Villa #swfcLIVE #SHUAVL https://t.co/z0dA20vJzjPREMIER LEAGUELIVEBurnley vs Newcastle #BurNew https://t.co/ZaUhVa25nOLeicester Vs Norwich #LeiNor https://t.co/Je0Ev5KMYB https://t.co/3VC13ifggU,#LeiNor
1576336823,Burnley vs Newcastle #BurNew https://t.co/57Fsypy48bLeicester Vs Norwich #LeiNor https://t.co/POtp2o3Rg8PREMIER LEAGUE NOW #LIVEShelffield United vs Aston Villa #swfcLIVE #SHUAVL https://t.co/iZ3Col5X6GChelsea Vs Bournemount #CHEBOU https://t.co/rJSizDDXA1 https://t.co/WX3SW9KINC,#LeiNor
1576336883,Ricardo looking sharp.... need the rest to raise their game #lcfc #LeiNor,#LeiNor
1576336900,Unpopular Opinion: Norwich City have better defenders than Arsenal! They know how to play out from the back #LeiNor #afc #LIVWAT,#LeiNor
1576336936,Fuckin hell the #LeiNor stream I'm watching is so far behind I'm thinking of going out to vote again.,#LeiNor
1576336943,Slight error in my score app Leicester v Norwich City 22 minutes gone not 45!!!!! #LeiNor https://t.co/n1p41GcgVr,#LeiNor
1576336987,"\""On the ball, City, never mind the danger,Steady on, now\u2019s your chance,Hurrah! We\u2019ve scored a goal.\""It may be the oldest football song still in use today but Norwich City's song is a bit shit, isn't it...? #lcfc #LeiNor",#LeiNor
1576336991,Got to fancy Ndidi to head it in from there #LeiNor #LCFC,#LeiNor
1576337028,Interesting to see how @LCFC defend in deep areas out of this shape. Looks like a 4321 with Kelechi dropping in next to Maddison. Ricardo and Chilwell isolated and overloaded so far today. #LeiNor,#LeiNor
